id,name,weight,measure,k
9357,"Apricots, canned, heavy syrup, drained",219,"1.0 cup, halves",7.2
6583,"Soup, ramen noodle, any flavor, dry",81,1.0 package without flavor packet,7.2
21278,"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",118,1.0 slice,7.2
21601,"School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked",124,1.0 slice per 1/10 pizza,7.2
6017,"Soup, chicken gumbo, canned, condensed",126,0.5 cup (4 fl oz),7.2
21299,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust",107,1.0 slice,7.2
18950,"Crackers, wheat, reduced fat",29,1.0 serving,7.2
5147,"Goose, domesticated, meat and skin, cooked, roasted",140,"1.0 cup, chopped or diced",7.1
5140,"Duck, domesticated, meat and skin, cooked, roasted",140,"1.0 cup, chopped or diced",7.1
21005,"Fast Foods, biscuit, with egg and sausage",162,1.0 item,7.1
21302,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust",111,1.0 slice,7.1
36004,"APPLEBEE'S, mozzarella sticks",32,1.0 piece,7.1
32006,"Taquitos, frozen, chicken and cheese, oven-heated",42,1.0 piece,7.1
6071,"Soup, vegetable beef, canned, condensed",126,0.5 cup,7.1
19404,"Snacks, granola bars, soft, uncoated, chocolate chip",43,1.0 bar (1.5 oz),7.1
21604,"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked",133,"1.0 piece 4"" x 6",7
22402,"Beef macaroni with tomato sauce, frozen entree, reduced fat",269,1.0 serving,7
21230,"Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise",152,1.0 sandwich,7
22970,"Macaroni and cheese, frozen entree",137,1.0 cup,7
8192,"Cereals ready-to-eat, POST SELECTS Blueberry Morning",55,1.25 cup (1 NLEA serving),7
21090,"Fast foods, cheeseburger; single, regular patty, with condiments",127,1.0 item,7
7972,"Meatballs, frozen, Italian style",85,3.0 oz,7
11885,"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",240,1.0 cup,7
3819,"Child formula, MEAD JOHNSON, PORTAGEN, with iron, powder, not reconstituted",9.4,1.0 scoop,7
18237,"Cream puff shell, prepared from recipe",28.35,1.0 oz,6.9
3283,"Babyfood, vegetables, garden vegetable, strained",28.35,1.0 oz,6.9
25012,"Snacks, sweet potato chips, unsalted",28.35,1.0 oz,6.9
21290,"LITTLE CAESARS 14"" Cheese Pizza, Large Deep Dish Crust",102,1.0 slice,6.9
9176,"Mangos, raw",165,1.0 cup pieces,6.9
6028,"Soup, clam chowder, manhattan, canned, condensed",126,0.5 cup (4 fl oz),6.9
3061,"Babyfood, dinner, vegetables and ham, strained",256,1.0 cup,6.9
3062,"Babyfood, dinner, vegetables and ham, junior",256,1.0 cup,6.9
11510,"Sweet potato, cooked, boiled, without skin",328,"1.0 cup, mashed",6.9
11876,"Sweet potato, cooked, boiled, without skin, with salt",328,"1.0 cup, mashed",6.9
11823,"Peppers, sweet, red, cooked, boiled, drained, without salt",135,"1.0 cup, strips",6.9
43217,"Tomato sauce, canned, no salt added",245,1.0 cup,6.9
43283,"Pheasant, cooked, total edible",140,"1.0 cup, chopped or diced",6.9
11549,"Tomato products, canned, sauce",245,1.0 cup,6.9
43100,"Breakfast bars, oats, sugar, raisins, coconut (include granola bar)",43,1.0 bar,6.8
6471,"Soup, vegetable beef, canned, prepared with equal volume water",244,1.0 cup (8 fl oz),6.8
4615,"Shortening, vegetable, household, composite",12.8,1.0 tbsp,6.8
2029,"Spices, parsley, dried",0.5,1.0 tsp,6.8
19001,"Candies, TOBLERONE, milk chocolate with honey and almond nougat",35,1.0 bar,6.8
21475,"DIGIORNO Pizza, cheese topping, thin crispy crust, frozen, baked",161,1.0 slice 1/4 of pie,6.8
6428,"Soup, clam chowder, manhattan, canned, prepared with equal volume water",249,1.0 serving 1 cup,6.7
43260,"Beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",5.6,1.0 tbsp,6.7
11530,"Tomatoes, red, ripe, cooked",240,1.0 cup,6.7
11884,"Tomatoes, red, ripe, cooked, with salt",240,1.0 cup,6.7
21229,"Fast foods, chicken, breaded and fried, boneless pieces, plain",96,6.0 pieces,6.7
42230,"Salad Dressing, coleslaw dressing, reduced fat",17,1.0 tbsp,6.7
18270,"Hush puppies, prepared from recipe",28.35,1.0 oz,6.7
43205,"Beverage, instant breakfast powder, chocolate, not reconstituted",7.4,1.0 tbsp,6.7
5323,"Chicken patty, frozen, uncooked",60,1.0 patty,6.7
3957,"Infant formula, ABBOTT NUTRITION, ALIMENTUM ADVANCE, with iron, powder, not reconstituted, with DHA and ARA",8.7,1.0 scoop,6.6
9105,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, heavy syrup, solids and liquids",255,1.0 cup,6.6
21602,"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked",127,"1.0 piece 4""x6",6.6
11445,"Seaweed, kelp, raw",10,2.0 tbsp (1/8 cup),6.6
21232,"McDONALD'S, FILET-O-FISH",134,1.0 sandwich,6.6
16357,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",164,1.0 cup,6.6
16057,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",164,1.0 cup,6.6
21289,"LITTLE CAESARS 14"" Original Round Meat and Vegetable Pizza, Regular Crust",115,1.0 slice,6.6
21004,"Fast foods, biscuit, with egg and ham",182,1.0 biscuit,6.6
4674,"Margarine-like spread, SMART BALANCE Light Buttery Spread",14,1.0 tbsp,6.6
18951,"Waffles, chocolate chip, frozen, ready-to-heat",70,2.0 waffles,6.5
8037,"Cereals ready-to-eat, granola, homemade",122,1.0 cup,6.5
4600,"Margarine-like, vegetable oil-butter spread, tub, with salt",14,1.0 tablespoon,6.5
21003,"Fast foods, biscuit, with egg and bacon",150,1.0 biscuit,6.4
9100,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, heavy syrup, solids and liquids",248,1.0 cup,6.4
11670,"Peppers, hot chili, green, raw",45,1.0 pepper,6.4
11693,"Tomatoes, crushed, canned",121,0.5 cup,6.4
11156,"Chives, raw",3,1.0 tbsp chopped,6.4
6193,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",245,1.0 cup,6.4
17008,"Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",148,"1.0 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",6.4
11329,"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids",73,1.0 pepper,6.4
11820,"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",73,1.0 pepper,6.4
6417,"Soup, chicken gumbo, canned, prepared with equal volume water",244,1.0 cup,6.3
43019,"Salad dressing, sweet and sour",16,1.0 tbsp,6.3
4027,"Salad dressing, mayonnaise, imitation, soybean",15,1.0 tbsp,6.3
5190,"Turkey, all classes, back, meat and skin, cooked, roasted",140,"1.0 cup, chopped or diced",6.3
11819,"Peppers, hot chili, red, raw",45,1.0 pepper,6.3
11642,"Squash, summer, all varieties, cooked, boiled, drained, without salt",180,"1.0 cup, sliced",6.3
11857,"Squash, summer, all varieties, cooked, boiled, drained, with salt",180,1.0 cup slices,6.3
9099,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, light syrup, solids and liquids",242,1.0 cup,6.3
19415,"Snacks, potato sticks",28.35,1.0 oz,6.3
19811,"Snacks, potato chips, plain, unsalted",28.35,1.0 oz,6.3
16050,"Beans, white, mature seeds, cooked, boiled, without salt",179,1.0 cup,6.3
16350,"Beans, white, mature seeds, cooked, boiled, with salt",179,1.0 cup,6.3
20140,"Spelt, uncooked",174,1.0 cup,6.3
16341,"Beans, pink, mature seeds, cooked, boiled, with salt",169,1.0 cup,6.3
16041,"Beans, pink, mature seeds, cooked, boiled, without salt",169,1.0 cup,6.3
83110,"Fish, mackerel, salted",80,"1.0 piece (5-1/2"" x 1-1/2"" x 1/2"")",6.2
11531,"Tomatoes, red, ripe, canned, packed in tomato juice",240,1.0 cup,6.2
3995,"Babyfood, banana with mixed berries, strained",99,1.0 packet,6.2
2027,"Spices, oregano, dried",1,"1.0 tsp, leaves",6.2
4018,"Salad dressing, mayonnaise type, regular, with salt",14.7,1.0 tbsp,6.2
16048,"Beans, yellow, mature seeds, cooked, boiled, without salt",177,1.0 cup,6.2
16348,"Beans, yellow, mature seeds, cooked, boiled, with salt",177,1.0 cup,6.2
25064,"Snacks, potato chips, lightly salted",28,23.0 pieces,6.2
19411,"Snacks, potato chips, plain, salted",28,1.0 oz,6.2
18942,"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",28.35,1.0 oz,6.2
9413,"Pears, raw, red anjou",126,1.0 small,6.2
9096,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",237,1.0 cup,6.2
9097,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids",237,1.0 cup,6.2
18953,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",55,1.0 serving (approximate serving size),6.2
9252,"Pears, raw",140,"1.0 cup, slices",6.2
21410,"Fast foods, bagel, with egg, sausage patty, cheese, and condiments",219,1.0 item,6.1
6015,"Soup, chicken, canned, chunky, ready-to-serve",245,1.0 cup,6.1
11533,"Tomatoes, red, ripe, canned, stewed",255,1.0 cup,6.1
11514,"Sweet potato, canned, mashed",255,1.0 cup,6.1
16317,"Beans, black turtle, mature seeds, cooked, boiled, with salt",185,1.0 cup,6.1
16017,"Beans, black turtle, mature seeds, cooked, boiled, without salt",185,1.0 cup,6.1
21009,"Fast foods, biscuit, with sausage",111,1.0 item,6.1
21007,"Fast foods, biscuit, with egg, cheese, and bacon",145,1.0 item,6.1
21295,"PIZZA HUT 14"" Cheese Pizza, THIN 'N CRISPY Crust",79,1.0 slice,6.1
11947,"Pickles, cucumber, dill, reduced sodium",35,"1.0 spear, small",6.1
11937,"Pickles, cucumber, dill or kosher dill",35,"1.0 spear, small",6.1
17033,"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",147,"1.0 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",6
9415,"Pears, raw, green anjou",140,"1.0 cup, sliced",6
4655,"Margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries",14,1.0 tbsp,6
20064,"Rye flour, medium",102,1.0 cup,6
20065,"Rye flour, light",102,1.0 cup,6
21268,"TACO BELL, Nachos",80,1.0 serving,6
16043,"Beans, pinto, mature seeds, cooked, boiled, without salt",171,1.0 cup,6
16343,"Beans, pinto, mature seeds, cooked, boiled, with salt",171,1.0 cup,6
11356,"Potatoes, Russet, flesh and skin, baked",299,"1.0 potato large (3"" to 4-1/4"" dia.",6
9515,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",230,1.0 cup,6
19126,"Candies, milk chocolate coated peanuts",149,1.0 cup,6
11025,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",124,"1.0 cup (1/2"" pieces)",6
11711,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",124,"1.0 cup (1/2"" pieces)",6
4029,"Salad dressing, mayonnaise, imitation, soybean without cholesterol",14.1,1.0 tablespoon,6
17095,"Veal, leg (top round), separable lean and fat, cooked, braised",85,3.0 oz,6
17114,"Veal, rib, separable lean only, cooked, braised",85,3.0 oz,6
17108,"Veal, loin, separable lean only, cooked, braised",85,3.0 oz,6
17105,"Veal, loin, separable lean and fat, cooked, braised",85,3.0 oz,6
17111,"Veal, rib, separable lean and fat, cooked, braised",85,3.0 oz,6
19056,"Snacks, tortilla chips, plain, white corn, salted",28.35,1.0 oz,5.9
19833,"Snacks, tortilla chips, low fat, unsalted",28.35,1.0 oz,5.9
6101,"Soup, cream of vegetable, dry, powder",18,1.0 packet,5.9
21061,"Fast foods, burrito, with beans and cheese",185,1.0 each burrito,5.9
42289,"Oil, corn and canola",14,1.0 tbsp,5.9
18386,"Muffins, blueberry, toaster-type, toasted",28.35,1.0 oz,5.9
44158,"Pie fillings, blueberry, canned",151,1.0 serving,5.9
3066,"Babyfood, dinner, vegetables and lamb, strained",256,1.0 cup,5.9
11471,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",210,"1.0 cup, diced",5.9
21280,"DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",113,1.0 slice,5.9
15124,"Fish, tuna, white, canned in oil, drained solids",85,3.0 oz,5.9
16328,"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",177,1.0 cup,5.8
21277,"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",108,1.0 slice,5.8
3942,"Infant formula, MEAD JOHNSON, ENFAMIL, AR LIPIL, ready-to-feed, with ARA and DHA",106,1.0 serving 100 ml,5.8
6011,"Soup, cheese, canned, condensed",124,0.5 cup,5.8
21063,"Fast foods, burrito, with beans and beef",241,1.0 item,5.8
19186,"Desserts, apple crisp, prepared-from-recipe",141,0.5 cup,5.8
17132,"Veal, shoulder, blade, separable lean only, cooked, braised",85,3.0 oz,5.8
9297,"Raisins, golden seedless",165,"1.0 cup, packed",5.8
9298,"Raisins, seedless",165,"1.0 cup, packed",5.8
11370,"Potatoes, hash brown, home-prepared",156,1.0 cup,5.8
32021,"Spanish rice mix, dry mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine)",198,1.0 cup,5.7
43417,"Babyfood, meat, beef with vegetables, toddler",179,1.0 jar NFS,5.7
21273,"PIZZA HUT 12"" Cheese Pizza, THIN 'N CRISPY Crust",69,1.0 slice,5.7
9027,"Apricots, canned, heavy syrup pack, with skin, solids and liquids",258,"1.0 cup, halves",5.7
16315,"Beans, black, mature seeds, cooked, boiled, with salt",172,1.0 cup,5.7
16015,"Beans, black, mature seeds, cooked, boiled, without salt",172,1.0 cup,5.7
36612,"DENNY'S, golden fried shrimp",16,1.0 piece,5.6
3279,"Babyfood, dinner, mixed vegetable, junior",99,1.0 serving,5.6
36401,"Restaurant, Latino, chicken and rice, entree, prepared",141,1.0 cup,5.6
6208,"Soup, chicken vegetable with potato and cheese, chunky, ready-to-serve",245,1.0 cup,5.6
27044,"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",245,1.0 cup,5.6
11403,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",76,10.0 fries,5.6
17136,"Veal, sirloin, separable lean and fat, cooked, roasted",85,3.0 oz,5.6
17089,"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",85,3.0 oz,5.6
6024,"Soup, chicken and vegetable, canned, ready-to-serve",255,1.0 cup,5.6
17091,"Veal, composite of trimmed retail cuts, separable lean only, cooked",85,3.0 oz,5.6
11512,"Sweet potato, canned, vacuum pack",255,"1.0 cup, mashed",5.6
17129,"Veal, shoulder, blade, separable lean and fat, cooked, braised",85,3.0 oz,5.6
15046,"Fish, mackerel, Atlantic, raw",112,1.0 fillet,5.6
5070,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",140,"1.0 cup, chopped or diced",5.6
43287,"Dove, cooked (includes squab)",140,"1.0 cup, chopped or diced",5.6
11540,"Tomato juice, canned, with salt added",243,1.0 cup,5.6
11886,"Tomato juice, canned, without salt added",243,1.0 cup,5.6
16230,"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",243,1.0 cup,5.6
9026,"Apricots, canned, light syrup pack, with skin, solids and liquids",253,"1.0 cup, halves",5.6
22899,"Ravioli, cheese-filled, canned",242,1.0 cup,5.6
3845,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, LIPIL, with iron, ready-to-feed, with ARA and DHA",107,1.0 serving 100 ml,5.6
3813,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, ready-to-feed",107,1.0 Serving 100 ml,5.6
18961,"Crackers, cream, GAMESA SABROSAS",31,11.0 crackers (1 NLEA serving),5.5
16018,"Beans, black turtle, mature seeds, canned",240,1.0 cup,5.5
16316,"Beans, black, mature seeds, canned, low sodium",240,1.0 cup,5.5
3825,"Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, low iron, ready to feed, with ARA and DHA",106,1.0 serving 100 ml,5.5
3857,"Infant formula, MEAD JOHNSON, PROSOBEE LIPIL, with iron, ready to feed, with ARA and DHA",106,1.0 serving 100 ml,5.5
3815,"Infant formula, MEAD JOHNSON, ENFAMIL LIPIL, with iron, ready-to-feed, with ARA and DHA",106,1.0 serving 100 ml,5.5
3832,"Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, ready-to-feed, with ARA and DHA",106,1.0 serving 100 ml,5.5
3823,"Infant formula, MEAD JOHNSON, PROSOBEE, with iron, ready-to-feed",106,1.0 Serving 100 ml,5.5
4560,"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",12.8,1.0 tbsp,5.5
4667,"Shortening, industrial, soy (partially hydrogenated ) for baking and confections",12.8,1.0 tbsp,5.5
4548,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",12.8,1.0 tbsp,5.5
4587,"Shortening, special purpose for baking, soybean (hydrogenated) palm and cottonseed",12.8,1.0 tbsp,5.5
4551,"Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)",12.8,1.0 tbsp,5.5
4554,"Shortening industrial, soybean (hydrogenated) and cottonseed",12.8,1.0 tbsp,5.5
4666,"Shortening, industrial, soy (partially hydrogenated ) and corn for frying",12.8,1.0 tbsp,5.5
4031,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",12.8,1.0 tbsp,5.5
4586,"Shortening, special purpose for cakes and frostings, soybean (hydrogenated)",12.8,1.0 tbsp,5.5
9250,"Peaches, frozen, sliced, sweetened",250,"1.0 cup, thawed",5.5
9078,"Cranberries, raw",110,"1.0 cup, chopped",5.5
31036,"Potatoes, mashed, ready-to-eat",229,1.0 cup,5.5
9340,"Pears, asian, raw",122,"1.0 fruit 2-1/4"" high x 2-1/2"" dia",5.5
16403,"Refried beans, canned, traditional, reduced sodium",238,1.0 cup,5.5
18277,"Muffins, blueberry, toaster-type",28.35,1.0 oz,5.5
5045,"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted",140,"1.0 cup, chopped or diced",5.5
21600,"School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked",130,"1.0 piece 4""x6",5.5
16381,"Mung beans, mature seeds, cooked, boiled, with salt",202,1.0 cup,5.5
16081,"Mung beans, mature seeds, cooked, boiled, without salt",202,1.0 cup,5.5
35146,"Stew, mutton, corn, squash (Navajo)",303,1.0 serving,5.5
19115,"Candies, MARS SNACKFOOD US, MARS Almond Bar",50,1.0 bar (1.76 oz),5.4
21250,"BURGER KING, Hamburger",99,1.0 sandwich,5.4
21246,"WENDY'S, Chicken Nuggets",68,5.0 pieces,5.4
28299,"Cookies, chocolate sandwich, with creme filling, reduced fat",34,1.0 serving,5.4
9076,"Cherries, sweet, frozen, sweetened",259,"1.0 cup, thawed",5.4
36403,"Restaurant, Latino, empanadas, beef, prepared",89,1.0 piece,5.4
6969,"Potato soup, instant, dry mix",39,1.0 serving 1/3 cup,5.4
21242,"WENDY'S, Jr. Hamburger, with cheese",129,1.0 item,5.4
11149,"Chayote, fruit, raw",132,"1.0 cup (1"" pieces)",5.4
36613,"DENNY'S, macaroni  &  cheese, from kid's menu",180,1.0 serving,5.4
3274,"Babyfood, dinner, vegetables and chicken, junior",256,1.0 cup,5.4
9024,"Apricots, canned, juice pack, with skin, solids and liquids",244,"1.0 cup, halves",5.4
3864,"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA",103,1.0 serving 100 ml,5.4
9022,"Apricots, canned, water pack, with skin, solids and liquids",243,"1.0 cup, halves",5.3
21224,"Pizza, cheese topping, regular crust, frozen, cooked",81,1.0 serving 9 servings per 24 oz package,5.3
11477,"Squash, summer, zucchini, includes skin, raw",124,"1.0 cup, chopped",5.3
9370,"Peaches, canned, heavy syrup, drained",222,1.0 cup,5.3
43114,"Vermicelli, made from soy",140,1.0 cup,5.3
9412,"Pears, raw, bartlett",140,"1.0 cup, sliced",5.3
5142,"Duck, domesticated, meat only, cooked, roasted",140,"1.0 cup, chopped or diced",5.3
6967,"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water",253,1.0 cup,5.3
12016,"Seeds, pumpkin and squash seed kernels, roasted, without salt",118,1.0 cup,5.3
21288,"LITTLE CAESARS 14"" Original Round Pepperoni Pizza, Regular Crust",90,1.0 slice,5.3
12516,"Seeds, pumpkin and squash seed kernels, roasted, with salt added",118,1.0 cup,5.3
6068,"Soup, vegetarian vegetable, canned, condensed",126,0.5 cup,5.3
6217,"Soup, vegetable, canned, low sodium, condensed",126,0.5 cup,5.3
27052,"Dip, salsa con queso, cheese and salsa- medium",30,2.0 tbsp,5.3
3821,"Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, powder, not reconstituted",8.8,1.0 scoop,5.3
16360,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids, low sodium",240,1.0 cup,5.3
22911,"Chili, no beans, canned entree",240,1.0 cup,5.3
21241,"WENDY'S, Jr. Hamburger, without cheese",117,1.0 item,5.3
21287,"LITTLE CAESARS 14"" Original Round Cheese Pizza, Regular Crust",89,1.0 slice,5.3
35144,"Stew, dumpling with mutton (Navajo)",308,1.0 serving,5.2
11432,"Radishes, oriental, dried",116,1.0 cup,5.2
4640,"Salad dressing, ranch dressing, reduced fat",15,1.0 tablespoon,5.2
43215,"Salad dressing, buttermilk, lite",15,1.0 tablespoon,5.2
11378,"Potatoes, mashed, dehydrated, flakes without milk, dry form",60,1.0 cup,5.2
42158,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",15,1.0 tbsp,5.2
16037,"Beans, navy, mature seeds, raw",208,1.0 cup,5.2
6016,"Soup, cream of chicken, canned, condensed",126,0.5 cup (4 fl oz),5.2
19013,"Snacks, fruit leather, pieces",28.35,1.0 oz,5.2
9021,"Apricots, raw",155,"1.0 cup, halves",5.1
3122,"Babyfood, peas, dices, toddler",28.35,1.0 oz,5.1
19524,"Snacks, taro chips",28.35,1.0 oz,5.1
11647,"Sweet potato, canned, syrup pack, drained solids",196,1.0 cup,5.1
27066,"Sauce, horseradish",5.6,1.0 tsp,5.1
6468,"Soup, vegetarian vegetable, canned, prepared with equal volume water",241,1.0 cup,5.1
16347,"Beans, pinto, mature seeds, canned, solids and liquids, low sodium",240,1.0 cup,5
5099,"Chicken, broilers or fryers, thigh, meat only, cooked, stewed",140,"1.0 cup, chopped or diced",5
5046,"Chicken, broilers or fryers, dark meat, meat only, cooked, stewed",140,"1.0 cup, chopped or diced",5
16044,"Beans, pinto, mature seeds, canned, solids and liquids",240,1.0 cup,5
28292,"Crackers, multigrain",14,4.0 crackers,5
43146,"Eggplant, pickled",136,1.0 cup,5
17117,"Veal, shoulder, whole (arm and blade), separable lean and fat, cooked, braised",85,3.0 oz,5
16103,"Refried beans, canned, traditional style (includes USDA commodity)",238,1.0 cup,5
16112,Miso,17,1.0 tbsp,5
25040,"Snacks, vegetable chips, made from garden vegetables",28.35,1.0 oz,5
23608,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",28.35,1.0 oz,5
9520,"Kiwifruit, ZESPRI SunGold, raw",81,1.0 fruit,4.9
19230,"Frostings, vanilla, creamy, ready-to-eat",38,0.083 package,4.9
18388,"Muffins, wheat bran, toaster-type with raisins, toasted",28.35,1.0 oz,4.9
16353,"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",170,1.0 cup,4.9
9184,"Melons, honeydew, raw",170,"1.0 cup, diced (approx 20 pieces per cup)",4.9
7057,"Pepperoni, beef and pork, sliced",85,3.0 oz,4.9
16053,"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt",170,1.0 cup,4.9
3954,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted",8.7,1.0 scoop,4.9
3843,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, with iron, powder, not reconstituted",8.7,1.0 scoop,4.9
5079,"Chicken, broilers or fryers, leg, meat and skin, cooked, stewed",140,"1.0 cup, chopped or diced",4.9
11895,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, with salt",175,"1.0 cup, cubes",4.9
11594,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",175,"1.0 cup, cubes",4.9
21286,"PAPA JOHN'S 14"" Cheese Pizza, Thin Crust",87,1.0 slice,4.9
16059,"Chili with beans, canned",256,1.0 cup,4.9
9318,"Strawberries, frozen, unsweetened",221,"1.0 cup, thawed",4.9
16084,"Mungo beans, mature seeds, cooked, boiled, without salt",180,1.0 cup,4.9
16384,"Mungo beans, mature seeds, cooked, boiled, with salt",180,1.0 cup,4.9
12588,"Nuts, cashew butter, plain, with salt added",16,1.0 tbsp,4.8
17041,"Lamb, domestic, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",85,3.0 oz,4.8
18015,"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",51,1.0 biscuit,4.8
9319,"Strawberries, frozen, sweetened, whole",255,"1.0 cup, thawed",4.8
21091,"Fast foods, cheeseburger; single, regular patty, with condiments and vegetables",115,1.0 sandwich,4.8
18232,"Crackers, wheat, regular",34,16.0 crackers 1 serving,4.8
32028,"Turnover, filled with egg, meat and cheese, frozen",127,1.0 piece turnover 1 serving,4.8
21519,"Fast foods, breakfast burrito, with egg, cheese, and sausage",109,1.0 burrito,4.8
11645,"Sweet potato, canned, syrup pack, solids and liquids",228,1.0 cup,4.8
21108,"Fast foods, hamburger; single, regular patty; with condiments",97,1.0 sandwich,4.8
9085,"Currants, zante, dried",144,1.0 cup,4.8
6159,"Soup, tomato, canned, condensed",148,1.0 cup,4.7
1073,"Dessert topping, semi solid, frozen",75,1.0 cup,4.7
13379,"Beef, chuck, blade roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",235,"1.0 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",4.7
3044,"Babyfood, dinner, macaroni and tomato and beef, strained",16,1.0 tbsp,4.7
3820,"Child formula, MEAD JOHNSON, PORTAGEN, with iron, prepared from powder",31,1.0 fl oz,4.7
17098,"Veal, leg (top round), separable lean and fat, cooked, roasted",85,3.0 oz,4.7
17109,"Veal, loin, separable lean only, cooked, roasted",85,3.0 oz,4.7
17106,"Veal, loin, separable lean and fat, cooked, roasted",85,3.0 oz,4.7
5139,"Duck, domesticated, meat and skin, raw",85,3.0 oz,4.7
43241,"Cereals ready-to-eat, FAMILIA",122,1.0 cup,4.6
6002,"Soup, black bean, canned, condensed",257,1.0 cup (8 fl oz),4.6
18141,"Cake, yellow, commercially prepared, with vanilla frosting",67,1.0 serving,4.6
18211,"Puff pastry, frozen, ready-to-bake, baked",28.35,1.0 oz,4.6
16172,"Refried beans, canned, fat-free",231,1.0 cup,4.6
21292,"LITTLE CAESARS 14"" Cheese Pizza, Thin Crust",48,1.0 slice,4.6
11948,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",6,1.0 slice,4.6
36414,"Restaurant, Latino, tripe soup",200,1.0 cup,4.6
11508,"Sweet potato, cooked, baked in skin, flesh, without salt",200,1.0 cup,4.6
11872,"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",170,1.0 cup,4.6
11502,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",170,1.0 cup,4.6
11919,"Peppers, sweet, red, frozen, chopped, boiled, drained, with salt",135,"1.0 cup, chopped or strips",4.6
